"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Height WGS84 (m)"	"Speed (m/s)"	"Direction (°)"	"Distance (km)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"	"Satellites"
3.544072551E2	4.948490649E1	8.474693790E0	8.515555992E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732211081E0	9.648000717E0	6.000000000E0	1.900000000E1
3.554143084E2	4.948490645E1	8.474693870E0	8.515555989E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732223278E0	9.648000717E0	6.000000000E0	1.900000000E1
3.564092628E2	4.948490652E1	8.474693740E0	8.515555995E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732233420E0	9.648000717E0	6.000000000E0	1.800000000E1
3.574015837E2	4.948490659E1	8.474693650E0	8.515556001E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732237398E0	9.648000717E0	6.000000000E0	1.800000000E1
3.584018828E2	4.948490662E1	8.474693620E0	8.515556003E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732270903E0	9.648000717E0	6.000000000E0	1.800000000E1
3.594053351E2	4.948490681E1	8.474693260E0	8.515556018E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732347346E0	9.648000717E0	6.000000000E0	1.800000000E1
3.604183846E2	4.948490726E1	8.474692460E0	8.515556052E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732385396E0	9.648000717E0	6.000000000E0	1.700000000E1
3.614225687E2	4.948490749E1	8.474692070E0	8.515556070E1	1.340000000E2	0.000000000E0	0.000000000E0	1.732468217E0	3.216000080E0	6.000000000E0	1.800000000E1
3.624092422E2	4.948490724E1	8.474690990E0	8.615556028E1	1.350000000E2	3.400000036E-1	2.088999939E2	1.732631550E0	3.216000080E0	6.000000000E0	1.800000000E1
3.634155970E2	4.948490704E1	8.474693230E0	8.615556041E1	1.350000000E2	2.399999946E-1	2.088000031E2	1.734302483E0	3.216000080E0	6.000000000E0	1.900000000E1
3.644155700E2	4.948489395E1	8.474681870E0	8.615554515E1	1.350000000E2	2.349999905E0	2.135000000E2	1.737549637E0	3.216000080E0	6.000000000E0	1.900000000E1
3.654238798E2	4.948486876E1	8.474659130E0	8.615551565E1	1.350000000E2	3.150000095E0	2.103999939E2	1.741947175E0	3.216000080E0	6.000000000E0	1.900000000E1
3.664233692E2	4.948483380E1	8.474630670E0	8.615547517E1	1.350000000E2	4.440000057E0	2.101000061E2	1.750569598E0	3.216000080E0	6.000000000E0	1.900000000E1
3.674094989E2	4.948476030E1	8.474592630E0	8.615539332E1	1.350000000E2	5.530000210E0	2.058000031E2	1.757518651E0	4.288000107E0	6.000000000E0	1.900000000E1
3.684079669E2	4.948470414E1	8.474550430E0	8.615532882E1	1.350000000E2	6.230000019E0	2.110000000E2	1.765299180E0	3.216000080E0	6.000000000E0	1.800000000E1
3.694084903E2	4.948464167E1	8.474501910E0	8.715525684E1	1.360000000E2	7.090000153E0	2.125000000E2	1.773136011E0	4.288000107E0	6.000000000E0	1.800000000E1
3.704153797E2	4.948457690E1	8.474459140E0	8.815518333E1	1.370000000E2	7.650000095E0	2.081999969E2	1.781663420E0	4.288000107E0	6.000000000E0	1.900000000E1
3.714165002E2	4.948451073E1	8.474399470E0	8.715510585E1	1.360000000E2	8.970000267E0	2.095000000E2	1.789449391E0	3.216000080E0	6.000000000E0	1.900000000E1
3.724063666E2	4.948444839E1	8.474350390E0	8.715503392E1	1.360000000E2	8.189999580E0	2.053000031E2	1.798412501E0	3.216000080E0	6.000000000E0	1.900000000E1
3.734059697E2	4.948438395E1	8.474275850E0	8.815495602E1	1.370000000E2	8.869999886E0	2.118000031E2	1.808546048E0	3.216000080E0	6.000000000E0	1.900000000E1
3.744242067E2	4.948430813E1	8.474198020E0	8.715486583E1	1.360000000E2	9.640000343E0	2.123000031E2	1.818180412E0	3.216000080E0	6.000000000E0	1.400000000E1
3.754372930E2	4.948423593E1	8.474124290E0	8.515478001E1	1.340000000E2	9.750000000E0	2.126000061E2	1.828912362E0	3.216000080E0	6.000000000E0	1.400000000E1
3.764360850E2	4.948415368E1	8.474046560E0	8.415468318E1	1.330000000E2	1.005000019E1	2.126999969E2	1.839058017E0	3.216000080E0	6.000000000E0	1.500000000E1
3.774389789E2	4.948407593E1	8.473973060E0	8.415459164E1	1.330000000E2	1.031999969E1	2.133000031E2	1.849657406E0	3.216000080E0	6.000000000E0	1.500000000E1
3.784205748E2	4.948399434E1	8.473897190E0	8.415449577E1	1.330000000E2	1.056999969E1	2.131000061E2	1.859824126E0	3.216000080E0	6.000000000E0	1.400000000E1
3.794051491E2	4.948391884E1	8.473817810E0	8.515440569E1	1.340000000E2	1.071000004E1	2.121000061E2	1.870626914E0	4.288000107E0	6.000000000E0	1.300000000E1
3.804039009E2	4.948383424E1	8.473744290E0	8.515430705E1	1.340000000E2	1.102000046E1	2.115000000E2	1.880370135E0	4.288000107E0	6.000000000E0	1.200000000E1
3.814014658E2	4.948376044E1	8.473671580E0	8.415421973E1	1.330000000E2	1.056000042E1	2.121000061E2	1.891856979E0	4.288000107E0	8.000000000E0	1.100000000E1
3.824034237E2	4.948367068E1	8.473592870E0	8.615411497E1	1.350000000E2	1.103999996E1	2.103999939E2	1.903632164E0	4.288000107E0	8.000000000E0	1.200000000E1
3.833998683E2	4.948358811E1	8.473490810E0	8.515401418E1	1.340000000E2	1.081999969E1	2.120000000E2	1.914143680E0	4.288000107E0	8.000000000E0	1.100000000E1
3.844051560E2	4.948350893E1	8.473411320E0	8.615392028E1	1.350000000E2	1.048999977E1	2.125000000E2	1.923522459E0	5.360000134E0	8.000000000E0	1.400000000E1
3.854051854E2	4.948344115E1	8.473334050E0	8.515383851E1	1.340000000E2	9.239999771E0	2.145000000E2	1.931416786E0	5.360000134E0	8.000000000E0	1.400000000E1
3.864050478E2	4.948338384E1	8.473269550E0	8.515376951E1	1.340000000E2	8.390000343E0	2.133999939E2	1.940155485E0	5.360000134E0	8.000000000E0	1.100000000E1
3.874017353E2	4.948332112E1	8.473196660E0	8.615369364E1	1.350000000E2	8.560000420E0	2.146999969E2	1.949820444E0	6.432000160E0	8.000000000E0	1.100000000E1
3.884098288E2	4.948325278E1	8.473113990E0	8.615361050E1	1.350000000E2	8.850000381E0	2.140000000E2	1.960425398E0	7.504000187E0	8.000000000E0	1.200000000E1
3.894114148E2	4.948316925E1	8.473043140E0	8.615351337E1	1.350000000E2	9.430000305E0	2.096000061E2	1.970356560E0	8.576000214E0	8.000000000E0	1.100000000E1
3.904055333E2	4.948309010E1	8.472979450E0	8.515342186E1	1.340000000E2	9.510000229E0	2.081000061E2	1.976036943E0	9.648000717E0	8.000000000E0	1.200000000E1
3.914097245E2	4.948305259E1	8.472926070E0	8.415337503E1	1.330000000E2	6.780000210E0	2.126999969E2	1.981578337E0	6.432000160E0	8.000000000E0	1.400000000E1
3.924063706E2	4.948302240E1	8.472865040E0	8.615333465E1	1.350000000E2	6.239999771E0	2.151000061E2	1.986224057E0	6.432000160E0	8.000000000E0	1.400000000E1
3.934090570E2	4.948298915E1	8.472826100E0	8.615329439E1	1.350000000E2	5.579999924E0	2.103999939E2	1.993676954E0	6.432000160E0	8.000000000E0	1.600000000E1
3.944116175E2	4.948292925E1	8.472779810E0	8.615322541E1	1.350000000E2	6.349999905E0	2.133999939E2	1.999899500E0	6.432000160E0	8.000000000E0	1.600000000E1
3.954102564E2	4.948288365E1	8.472729880E0	8.715317072E1	1.360000000E2	6.429999828E0	2.133999939E2	2.007185735E0	5.360000134E0	8.000000000E0	1.700000000E1
3.964083712E2	4.948282201E1	8.472695660E0	8.915310174E1	1.380000000E2	6.610000134E0	2.131000061E2	2.015127545E0	5.360000134E0	8.000000000E0	1.800000000E1
3.974239341E2	4.948276493E1	8.472629580E0	8.815303274E1	1.370000000E2	7.360000134E0	2.161999969E2	2.024069188E0	5.360000134E0	8.000000000E0	1.800000000E1
3.984236335E2	4.948269442E1	8.472570070E0	8.715295080E1	1.360000000E2	7.579999924E0	2.138000031E2	2.032017775E0	5.360000134E0	8.000000000E0	1.800000000E1
3.994393913E2	4.948263654E1	8.472505500E0	8.615288120E1	1.350000000E2	7.989999771E0	2.128000031E2	2.041160815E0	5.360000134E0	8.000000000E0	1.900000000E1
4.004405477E2	4.948255718E1	8.472472380E0	8.815279402E1	1.370000000E2	8.479999542E0	2.110000000E2	2.050667811E0	5.360000134E0	8.000000000E0	1.900000000E1
4.014123581E2	4.948248446E1	8.472403170E0	8.915270835E1	1.380000000E2	9.579999924E0	2.128000031E2	2.060778127E0	5.360000134E0	8.000000000E0	1.900000000E1
4.024189368E2	4.948240162E1	8.472345480E0	9.015261390E1	1.390000000E2	9.770000458E0	2.080000000E2	2.071458696E0	5.360000134E0	8.000000000E0	1.900000000E1
4.034232345E2	4.948232127E1	8.472264470E0	9.015251857E1	1.390000000E2	1.056000042E1	2.125000000E2	2.082181039E0	5.360000134E0	8.000000000E0	1.900000000E1
4.044163105E2	4.948224801E1	8.472167960E0	9.015242827E1	1.390000000E2	1.098999977E1	2.143999939E2	2.093988351E0	5.360000134E0	8.000000000E0	2.000000000E1
4.054167548E2	4.948215913E1	8.472078530E0	9.015232285E1	1.390000000E2	1.168999958E1	2.128999939E2	2.105670768E0	5.360000134E0	8.000000000E0	2.000000000E1
4.064195194E2	4.948207083E1	8.471990900E0	9.015221829E1	1.390000000E2	1.160999966E1	2.125000000E2	2.116842640E0	5.360000134E0	8.000000000E0	2.000000000E1
4.074340922E2	4.948198289E1	8.471916110E0	9.215211602E1	1.410000000E2	1.093000031E1	2.126000061E2	2.127967277E0	5.360000134E0	8.000000000E0	2.000000000E1
4.084166308E2	4.948190156E1	8.471826430E0	9.415201838E1	1.430000000E2	1.085999966E1	2.130000000E2	2.138337453E0	4.288000107E0	8.000000000E0	1.600000000E1
4.094147248E2	4.948182027E1	8.471756070E0	9.415192366E1	1.430000000E2	1.067000008E1	2.131999969E2	2.148810609E0	4.288000107E0	8.000000000E0	1.500000000E1
4.104047894E2	4.948173958E1	8.471681290E0	9.415182890E1	1.430000000E2	1.039999962E1	2.130000000E2	2.158997410E0	5.360000134E0	8.000000000E0	1.300000000E1
4.114050746E2	4.948165985E1	8.471611840E0	9.415173594E1	1.430000000E2	1.025000000E1	2.130000000E2	2.168732447E0	5.360000134E0	8.000000000E0	1.100000000E1
4.124049225E2	4.948158533E1	8.471541110E0	9.415164818E1	1.430000000E2	1.036999989E1	2.133000031E2	2.179443597E0	5.360000134E0	8.000000000E0	1.800000000E1
4.134101261E2	4.948150113E1	8.471469090E0	9.515155020E1	1.440000000E2	9.979999542E0	2.116999969E2	2.187294007E0	5.360000134E0	8.000000000E0	1.900000000E1
4.144119030E2	4.948143570E1	8.471428270E0	9.515147632E1	1.440000000E2	8.800000191E0	2.038000031E2	2.194559335E0	6.432000160E0	8.000000000E0	1.400000000E1
4.154097960E2	4.948138135E1	8.471372450E0	9.515141169E1	1.440000000E2	8.050000191E0	2.105000000E2	2.200785235E0	8.576000214E0	8.000000000E0	1.400000000E1
4.164009027E2	4.948133399E1	8.471326480E0	9.315135577E1	1.420000000E2	7.480000019E0	2.123000031E2	2.208111146E0	6.432000160E0	8.000000000E0	1.200000000E1
4.174117052E2	4.948127771E1	8.471273760E0	9.315128960E1	1.420000000E2	7.239999771E0	2.103999939E2	2.216180117E0	6.432000160E0	8.000000000E0	1.400000000E1
4.184149083E2	4.948121406E1	8.471220120E0	9.215121565E1	1.410000000E2	6.949999809E0	2.066000061E2	2.221059919E0	5.360000134E0	8.000000000E0	1.400000000E1
4.194044500E2	4.948118193E1	8.471174110E0	9.015117551E1	1.390000000E2	5.849999905E0	2.065000000E2	2.226238416E0	5.360000134E0	8.000000000E0	1.300000000E1
4.204000347E2	4.948114073E1	8.471140690E0	8.915112784E1	1.380000000E2	5.050000191E0	2.051999969E2	2.230299954E0	5.360000134E0	8.000000000E0	1.300000000E1
4.214057888E2	4.948110903E1	8.471112760E0	8.915109083E1	1.380000000E2	3.920000076E0	2.023999939E2	2.233099236E0	5.360000134E0	8.000000000E0	1.400000000E1
4.224029772E2	4.948108415E1	8.471106850E0	9.015106417E1	1.390000000E2	3.089999914E0	2.060000000E2	2.235113648E0	5.360000134E0	8.000000000E0	1.300000000E1
4.234037503E2	4.948106668E1	8.471099470E0	9.115104497E1	1.400000000E2	2.039999962E0	2.078000031E2	2.237132172E0	5.360000134E0	8.000000000E0	1.400000000E1
4.244047830E2	4.948108071E1	8.471081740E0	9.215105686E1	1.410000000E2	9.900000095E-1	2.081999969E2	2.237372222E0	5.360000134E0	8.000000000E0	1.400000000E1
4.254049645E2	4.948107947E1	8.471084460E0	9.315105598E1	1.420000000E2	8.000000119E-1	2.081000061E2	2.238044351E0	5.360000134E0	8.000000000E0	1.400000000E1
4.264105868E2	4.948107360E1	8.471082240E0	9.415104957E1	1.430000000E2	7.599999905E-1	2.081999969E2	2.239151009E0	5.360000134E0	1.200000000E1	1.500000000E1
4.274087471E2	4.948106370E1	8.471083810E0	9.615103955E1	1.450000000E2	7.799999714E-1	2.081999969E2	2.239905843E0	5.360000134E0	1.200000000E1	1.500000000E1
4.284102545E2	4.948105826E1	8.471077560E0	9.515103298E1	1.440000000E2	1.190000057E0	2.081999969E2	2.240281248E0	6.432000160E0	1.200000000E1	1.300000000E1
4.294082903E2	4.948105560E1	8.471080760E0	9.515103070E1	1.440000000E2	1.779999971E0	1.980000000E2	2.241938278E0	6.432000160E0	1.200000000E1	1.300000000E1
4.304129889E2	4.948104134E1	8.471074100E0	9.315101493E1	1.420000000E2	1.850000024E0	1.973999939E2	2.243090317E0	6.432000160E0	1.200000000E1	1.000000000E1
4.314125464E2	4.948103127E1	8.471070350E0	9.415100394E1	1.430000000E2	1.460000038E0	2.081999969E2	2.244081841E0	7.504000187E0	1.200000000E1	1.100000000E1
4.324116936E2	4.948102256E1	8.471067410E0	9.515099447E1	1.440000000E2	7.900000215E-1	2.081999969E2	2.245032303E0	7.504000187E0	1.200000000E1	1.200000000E1
4.334065202E2	4.948101409E1	8.471065640E0	9.515098543E1	1.440000000E2	1.090000033E0	1.951999969E2	2.246164323E0	7.504000187E0	1.200000000E1	1.200000000E1
4.344067004E2	4.948100412E1	8.471062470E0	9.515097463E1	1.440000000E2	1.009999990E0	1.941000061E2	2.246817167E0	6.432000160E0	1.200000000E1	1.400000000E1
4.354056576E2	4.948099825E1	8.471062650E0	9.615096857E1	1.450000000E2	4.600000083E-1	2.081999969E2	2.247647607E0	6.432000160E0	1.200000000E1	1.200000000E1
4.364079977E2	4.948099533E1	8.471073230E0	1.011509671E2	1.500000000E2	3.000000119E-1	2.081999969E2	2.248571022E0	6.432000160E0	1.200000000E1	1.400000000E1
4.374049612E2	4.948099240E1	8.471085190E0	1.031509659E2	1.520000000E2	1.500000060E-1	2.081999969E2	2.249580565E0	6.432000160E0	1.200000000E1	1.200000000E1
4.384088896E2	4.948099018E1	8.471098740E0	1.051509656E2	1.540000000E2	0.000000000E0	0.000000000E0	2.252381602E0	7.504000187E0	1.200000000E1	1.300000000E1
4.394039168E2	4.948098104E1	8.471134870E0	1.071509615E2	1.560000000E2	0.000000000E0	0.000000000E0	2.253936441E0	8.576000214E0	1.200000000E1	1.300000000E1
4.404084206E2	4.948097573E1	8.471154780E0	1.081509590E2	1.570000000E2	0.000000000E0	0.000000000E0	2.254814867E0	7.504000187E0	1.200000000E1	1.400000000E1
4.414097946E2	4.948097146E1	8.471165010E0	1.071509560E2	1.560000000E2	0.000000000E0	0.000000000E0	2.255493995E0	7.504000187E0	1.200000000E1	1.300000000E1
4.424049785E2	4.948096809E1	8.471172850E0	1.071509537E2	1.560000000E2	0.000000000E0	0.000000000E0	2.256081802E0	7.504000187E0	1.200000000E1	1.400000000E1
4.434022876E2	4.948096663E1	8.471180670E0	1.071509534E2	1.560000000E2	0.000000000E0	0.000000000E0	2.256474393E0	6.432000160E0	1.200000000E1	1.600000000E1
4.444034048E2	4.948096467E1	8.471185190E0	1.071509520E2	1.560000000E2	0.000000000E0	0.000000000E0	2.256866689E0	6.432000160E0	1.200000000E1	1.600000000E1
4.454054392E2	4.948096139E1	8.471187190E0	1.071509489E2	1.560000000E2	0.000000000E0	0.000000000E0	2.257121825E0	6.432000160E0	1.200000000E1	1.600000000E1
4.464078908E2	4.948095913E1	8.471187800E0	1.071509467E2	1.560000000E2	0.000000000E0	0.000000000E0	2.257229276E0	6.432000160E0	1.200000000E1	1.600000000E1
4.474123700E2	4.948095817E1	8.471187970E0	1.071509457E2	1.560000000E2	0.000000000E0	0.000000000E0	2.257668794E0	6.432000160E0	1.200000000E1	1.600000000E1
4.484056393E2	4.948095427E1	8.471186980E0	1.061509415E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258036632E0	6.432000160E0	1.200000000E1	1.600000000E1
4.494019724E2	4.948095100E1	8.471186210E0	1.061509380E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258275356E0	6.432000160E0	1.200000000E1	1.600000000E1
4.504056385E2	4.948094889E1	8.471185600E0	1.061509357E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258434589E0	5.360000134E0	1.200000000E1	1.600000000E1
4.514145324E2	4.948094750E1	8.471185070E0	1.061509342E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258506043E0	5.360000134E0	1.200000000E1	1.800000000E1
4.524091414E2	4.948094688E1	8.471184810E0	1.061509335E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258548795E0	5.360000134E0	1.200000000E1	1.800000000E1
4.534072050E2	4.948094650E1	8.471184720E0	1.061509331E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258559093E0	5.360000134E0	8.000000000E0	1.800000000E1
4.544011353E2	4.948094645E1	8.471184840E0	1.061509331E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258565965E0	5.360000134E0	8.000000000E0	1.800000000E1
4.554138519E2	4.948094643E1	8.471184930E0	1.061509331E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258596960E0	4.288000107E0	8.000000000E0	1.800000000E1
4.564126840E2	4.948094660E1	8.471185270E0	1.061509333E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258626266E0	4.288000107E0	8.000000000E0	1.800000000E1
4.574026077E2	4.948094677E1	8.471185580E0	1.061509335E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258667771E0	4.288000107E0	8.000000000E0	1.800000000E1
4.583979535E2	4.948094701E1	8.471186020E0	1.061509338E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258706904E0	4.288000107E0	8.000000000E0	1.700000000E1
4.594059039E2	4.948094724E1	8.471186430E0	1.061509341E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258758903E0	4.288000107E0	8.000000000E0	1.800000000E1
4.604003778E2	4.948094757E1	8.471186940E0	1.061509346E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258822797E0	4.288000107E0	8.000000000E0	1.800000000E1
4.614084964E2	4.948094803E1	8.471187470E0	1.061509351E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258854961E0	4.288000107E0	6.000000000E0	1.200000000E1
4.624043728E2	4.948094826E1	8.471187740E0	1.061509354E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258884836E0	4.288000107E0	6.000000000E0	1.200000000E1
4.634019124E2	4.948094838E1	8.471188110E0	1.061509356E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258910692E0	4.288000107E0	6.000000000E0	1.500000000E1
4.644118630E2	4.948094847E1	8.471188440E0	1.061509357E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258929589E0	4.288000107E0	6.000000000E0	1.400000000E1
4.654023870E2	4.948094852E1	8.471188690E0	1.061509358E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258938871E0	4.288000107E0	6.000000000E0	1.400000000E1
4.664123537E2	4.948094859E1	8.471188760E0	1.061509359E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258945545E0	4.288000107E0	8.000000000E0	1.300000000E1
4.674141586E2	4.948094862E1	8.471188840E0	1.061509359E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258948641E0	4.288000107E0	8.000000000E0	1.300000000E1
4.683969279E2	4.948094863E1	8.471188880E0	1.061509359E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258960100E0	4.288000107E0	8.000000000E0	1.300000000E1
4.693970007E2	4.948094855E1	8.471188980E0	1.061509359E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258975627E0	4.288000107E0	6.000000000E0	1.300000000E1
4.704018953E2	4.948094845E1	8.471189130E0	1.061509358E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258984734E0	4.288000107E0	6.000000000E0	1.300000000E1
4.714076201E2	4.948094849E1	8.471189240E0	1.061509359E2	1.550000000E2	0.000000000E0	0.000000000E0	2.258994023E0	4.288000107E0	6.000000000E0	1.300000000E1
4.724108155E2	4.948094852E1	8.471189360E0	1.061509359E2	1.550000000E2	0.000000000E0	0.000000000E0	2.259006958E0	4.288000107E0	8.000000000E0	1.400000000E1

